Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name
ENSGALG00000002695	15	4053657	4075057	1	SLC15A4
ENSGALG00000032850	2	127559850	127697598	-1	STK3
ENSGALG00000012196	4	58154371	58188683	-1	MCUB
ENSGALG00000016455	3	97305446	97393711	1	GREB1
ENSGALG00000008469	5	24476138	24491757	1	
ENSGALG00000037935	27	7217090	7233200	1	RARA
ENSGALG00000015294	1	86063936	86086125	1	ADGRG7
ENSGALG00000008434	6	25384378	25647775	1	SORCS3
ENSGALG00000016794	1	136338851	136370991	1	MRPS9
ENSGALG00000043764	2	127547149	127548766	1	KCNS2
ENSGALG00000038753	13	16440102	16452190	1	SAR1B
ENSGALG00000051905	5	24465583	24473533	-1	
ENSGALG00000049884	17	7189558	7193667	1	
ENSGALG00000010977	2	31327774	31334403	1	FAM221A
ENSGALG00000051645	27	7211269	7215028	1	CDC6
ENSGALG00000039170	26	103162	106478	1	LHFPL5
ENSGALG00000032718	2	127457276	127487495	-1	NIPAL2
ENSGALG00000045424	33	6416412	6421946	1	
ENSGALG00000033739	1	136262887	136264224	1	POU3F3
ENSGALG00000014983	Z	23447817	23454784	-1	F2R
ENSGALG00000026258	11	14531508	14691257	-1	MAF
ENSGALG00000050019	1	136225309	136225423	1	5S_rRNA
ENSGALG00000050479	11	14172848	14174050	-1	
ENSGALG00000015293	1	86036845	86054389	1	TMEM45A
ENSGALG00000027262	9	5571769	5606749	-1	CAB39
ENSGALG00000048730	1	136075220	136075268	-1	
ENSGALG00000014984	Z	23413354	23422556	-1	F2RL1
ENSGALG00000008828	3	10378580	10423866	1	AFTPH
ENSGALG00000013064	2	79786750	79803207	1	NSUN2
ENSGALG00000037633	27	7205604	7209687	1	WIPF2
ENSGALG00000023066	Z	70797443	70805858	1	DNAJA1
ENSGALG00000008417	6	25241877	25296308	1	CFAP58
ENSGALG00000034934	26	101626	102258	-1	CLPS
ENSGALG00000012834	1	56550352	56584722	1	AKR1D1
ENSGALG00000006131	7	6813342	6820174	-1	FTCD
ENSGALG00000006876	20	10528674	10532766	1	CTSA
ENSGALG00000047632	33	6406304	6409948	-1	
ENSGALG00000025780	6	25217469	25219175	-1	ITPRIP
ENSGALG00000052417	27	7193538	7193577	1	
ENSGALG00000014989	Z	23387539	23392421	-1	S100Z
ENSGALG00000012186	4	58145236	58153306	1	CASP6
ENSGALG00000038936	1	135354534	135378734	1	TMEM182
ENSGALG00000049160	1	56435438	56435498	-1	gga-mir-12211
ENSGALG00000051797	1	135345082	135345127	-1	
ENSGALG00000036111	9	5541385	5557609	-1	ITM2C
ENSGALG00000028265	17	7176124	7189309	-1	SURF4
ENSGALG00000035690	27	7192660	7197653	1	RAPGEFL1
ENSGALG00000050648	4	58140185	58140232	1	gga-mir-7466
ENSGALG00000008888	4	16845799	17180206	1	IL1RAPL2
ENSGALG00000051101	23	5959344	6092916	-1	
ENSGALG00000051870	33	6400340	6400513	1	
ENSGALG00000008460	5	24451176	24460107	1	ZFYVE19
ENSGALG00000010976	2	31310308	31322677	1	CCDC126
ENSGALG00000029660	18	346119	360643	-1	
ENSGALG00000013063	2	79772665	79786504	-1	SRD5A1
ENSGALG00000043405	22	669570	683049	-1	BNIP3L
ENSGALG00000006854	20	10525549	10528418	-1	NEURL2
ENSGALG00000052834	33	6379567	6383824	-1	
ENSGALG00000027096	3	10338211	10344348	1	LGALSL
ENSGALG00000047234	23	5948340	5948459	-1	
ENSGALG00000052682	20	10523132	10524167	1	
ENSGALG00000006417	13	16416762	16440002	-1	SEC24A
ENSGALG00000015287	1	86009787	86023732	1	LNP1
ENSGALG00000016792	1	135338180	135347201	-1	MFSD9
ENSGALG00000012823	1	56379268	56436811	-1	TRIM24
ENSGALG00000031813	27	7181846	7191800	1	CASC3
ENSGALG00000008409	6	25196883	25205695	1	GSTO2
ENSGALG00000014994	Z	23367125	23375581	-1	CRHBP
ENSGALG00000008872	4	16731361	16739622	1	FAM199X
ENSGALG00000006848	20	10518704	10522009	1	ZSWIM3
ENSGALG00000006910	12	12030092	12041674	1	IMPDH2
ENSGALG00000041541	18	332908	334903	-1	
ENSGALG00000005377	11	14060228	14531588	1	WWOX
ENSGALG00000001954	Z	70789066	70798064	-1	APTX
ENSGALG00000003181	17	7172768	7175847	1	SURF2
ENSGALG00000002679	15	4008082	4050199	-1	GLT1D1
ENSGALG00000013223	11	14040581	14047502	1	CLEC3A
ENSGALG00000016454	3	97283667	97294099	-1	E2F6
ENSGALG00000004311	Z	23312434	23332349	-1	
ENSGALG00000038606	6	25190105	25192520	-1	
ENSGALG00000005543	9	5529446	5532957	1	
ENSGALG00000025649	Z	23310532	23310661	1	
ENSGALG00000054951	18	322440	327016	-1	
ENSGALG00000050330	Z	23294173	23294224	1	
ENSGALG00000006842	20	10516581	10518982	-1	ACOT8
ENSGALG00000030739	27	7174983	7181673	1	MSL1
ENSGALG00000013225	11	13982142	14025331	1	VAT1L
ENSGALG00000006411	13	16412239	16415262	-1	CAMLG
ENSGALG00000002671	15	3797791	3988984	1	
ENSGALG00000046210	33	6366092	6380329	-1	
ENSGALG00000012185	4	58136113	58139510	1	PLA2G12A
ENSGALG00000016791	1	135300958	135332438	1	SLC9A2
ENSGALG00000042003	15	3714868	3717110	-1	FZD10
ENSGALG00000043984	5	24438035	24445469	1	
ENSGALG00000005544	9	5509855	5510772	1	GPR55
ENSGALG00000006836	20	10514689	10516148	1	SNX21
ENSGALG00000032452	18	207371	310620	-1	GAS7
ENSGALG00000010973	2	31280845	31304603	-1	TRA2A
ENSGALG00000004339	Z	23210259	23289222	-1	
ENSGALG00000006404	13	16391606	16409679	-1	DDX46
ENSGALG00000012812	1	56355825	56376192	1	SVOPL
ENSGALG00000054914	20	10514372	10514950	1	
ENSGALG00000033754	17	7169104	7172719	-1	SURF1
ENSGALG00000037223	9	5485166	5487957	1	
ENSGALG00000036896	6	25152751	25192289	-1	
ENSGALG00000008837	3	10247163	10289340	-1	PELI3
ENSGALG00000046825	28	3007153	3010419	-1	
ENSGALG00000004282	23	5903355	5910667	1	RCAN3
ENSGALG00000013899	25	83453	110586	1	VPS45
ENSGALG00000005439	19	8593460	8693146	-1	ACACA
ENSGALG00000006371	13	16377691	16380816	-1	C5orf24
ENSGALG00000022531	5	24237569	24241495	-1	
ENSGALG00000017831	17	7167499	7167571	1	SNORD36
ENSGALG00000047662	27	7166155	7171281	-1	NR1D1
ENSGALG00000042148	26	76711	94225	-1	FKBP5
ENSGALG00000034395	11	13961809	13964827	1	NUDT7
ENSGALG00000008847	3	10188732	10229406	-1	VPS54
ENSGALG00000021758	17	7167053	7167129	1	SNORD36
ENSGALG00000047316	9	5476509	5480346	1	
ENSGALG00000053341	28	3001233	3001339	1	U6
ENSGALG00000017832	17	7166158	7166232	1	SNORD24
ENSGALG00000039781	13	16368629	16373813	-1	TXNDC15
ENSGALG00000008440	5	24229253	24231231	1	CHST1
ENSGALG00000006835	20	10510927	10512737	-1	TNNC2
ENSGALG00000012365	5	58114673	58123645	-1	PYGL
ENSGALG00000037439	1	135246919	135278427	1	SLC9A4
ENSGALG00000032042	2	127396674	127416687	1	
ENSGALG00000008438	5	24201697	24206058	-1	SLC35C1
ENSGALG00000016451	3	97177532	97270178	-1	ROCK2
ENSGALG00000006367	13	16352132	16368162	-1	PCBD2
ENSGALG00000002029	28	2989377	3000647	-1	TMEM259
ENSGALG00000006867	12	12002724	12024786	1	QRICH1
ENSGALG00000042733	25	72263	73811	-1	
ENSGALG00000008867	4	16711121	16731302	-1	COMMD5
ENSGALG00000012126	4	58121540	58134365	1	CFI
ENSGALG00000046487	33	6358737	6365609	-1	
ENSGALG00000020342	5	58110070	58114838	1	
ENSGALG00000013061	2	79701901	79758138	-1	PAPD7
ENSGALG00000020986	9	5471584	5475630	1	
ENSGALG00000052088	6	25148150	25153727	1	SFR1
ENSGALG00000031301	26	69390	73128	-1	TULP1
ENSGALG00000026241	28	2984284	2988778	1	GRIN3B
ENSGALG00000009480	1	27163396	27407139	1	DOCK4
ENSGALG00000016788	1	135229034	135244807	1	IL18RAP
ENSGALG00000005361	11	13953742	13961321	1	
ENSGALG00000037946	33	6353086	6357287	-1	
ENSGALG00000020164	4	58117523	58120305	-1	GAR1
ENSGALG00000015285	1	85989575	86010298	-1	TOMM70
ENSGALG00000007262	10	18157007	18166727	-1	SPG21
ENSGALG00000026380	20	10508145	10509354	1	UBE2C
ENSGALG00000002645	15	3630416	3647097	-1	PIWIL1
ENSGALG00000016449	3	97160703	97165526	1	SLC66A3
ENSGALG00000044554	2	127389185	127396876	-1	RIDA
ENSGALG00000050489	2	79576707	79576793	1	
ENSGALG00000039216	7	6782467	6808501	1	COL6A2
ENSGALG00000051740	2	79566854	79566962	1	gga-mir-6562
ENSGALG00000016448	3	97009136	97011650	1	KCNF1
ENSGALG00000021938	2	127366783	127366917	-1	SNORA72
ENSGALG00000021637	28	2971390	2983042	1	WDR18
ENSGALG00000005347	11	13794910	13862852	-1	ADAMTS18
ENSGALG00000049621	2	79556464	79556550	1	
ENSGALG00000004350	Z	23183991	23205580	1	WDR41
ENSGALG00000003197	17	7165127	7168878	1	RPL7A
ENSGALG00000008860	4	16693260	16706646	-1	LONRF3
ENSGALG00000008436	5	24183069	24201831	-1	CRY2
ENSGALG00000040666	1	56329183	56352026	1	ATP6V0A4
ENSGALG00000017220	1	187114813	187125635	1	
ENSGALG00000003575	20	10505844	10507903	1	
ENSGALG00000026255	11	13294038	13294145	-1	gga-mir-6595
ENSGALG00000026231	28	2949235	2970919	1	ARID3A
ENSGALG00000026744	Z	23138813	23145672	1	OTP
ENSGALG00000049269	11	13061882	13061932	-1	
ENSGALG00000012181	4	58101330	58112441	-1	RRH
ENSGALG00000000227	22	605206	646892	-1	DPYSL2
ENSGALG00000051275	20	10502758	10505280	1	
ENSGALG00000001947	Z	70755485	70786855	1	ELP1
ENSGALG00000052818	11	12899315	12901183	-1	
ENSGALG00000004268	23	5890689	5899912	1	NIPAL3
ENSGALG00000045350	4	16632507	16671022	1	
ENSGALG00000016447	3	96926585	96943756	-1	PDIA6
ENSGALG00000052084	2	79556108	79580373	1	
ENSGALG00000035260	33	6344648	6351623	1	RBM14
ENSGALG00000040621	1	135205160	135223617	1	IL18R1
ENSGALG00000052636	11	12896393	12897460	-1	
ENSGALG00000029897	2	127365381	127369732	-1	RPL30
ENSGALG00000046995	25	33847	58088	-1	NECTIN4
ENSGALG00000012796	1	56172463	56308924	1	
ENSGALG00000030237	13	16307444	16321414	1	PITX1
ENSGALG00000013506	27	7131800	7149445	-1	MED24
ENSGALG00000001998	28	2942189	2947196	-1	R3HDM4
ENSGALG00000054868	20	10491095	10493586	1	
ENSGALG00000041800	18	153378	196496	1	GLP2R
ENSGALG00000049134	1	27152597	27152646	-1	
ENSGALG00000025374	3	96917352	96917446	1	gga-mir-1329
ENSGALG00000003204	17	7158851	7165164	-1	MED22
ENSGALG00000054491	28	2941948	2942054	1	U6
ENSGALG00000041347	22	591452	597992	-1	PROM2
ENSGALG00000005420	19	8547245	8588658	1	AATF
ENSGALG00000012361	5	58056876	58107170	-1	NIN
ENSGALG00000004353	Z	23086355	23119037	1	TBCA
ENSGALG00000054334	28	2940769	2940875	1	U6
ENSGALG00000020260	4	16608757	16614220	-1	PGRMC1
ENSGALG00000015275	1	85978411	85985291	1	NIT2
ENSGALG00000026627	4	58088312	58100247	-1	LRIT3
ENSGALG00000007252	10	18143011	18161153	1	ANKDD1A
ENSGALG00000009454	1	27109323	27142306	-1	ZNF277
ENSGALG00000031164	20	10480912	10485242	1	WFDC2
ENSGALG00000017219	1	187105314	187114711	-1	C1H11ORF54
ENSGALG00000038413	17	7155688	7158407	-1	SURF6
ENSGALG00000030907	27	7128855	7130727	1	CSF3
ENSGALG00000051056	25	30373	32660	-1	
ENSGALG00000000209	22	577317	581857	-1	PRNP
ENSGALG00000005409	19	8536207	8539366	1	LHX1
ENSGALG00000008689	4	16596602	16603925	1	
ENSGALG00000044675	2	127306456	127363344	1	MATN2
ENSGALG00000012792	1	56021548	56144368	1	HIPK2
ENSGALG00000054971	25	20565	29413	-1	ARHGAP30
ENSGALG00000004249	23	5839056	5875552	1	GRHL3
ENSGALG00000039523	19	8338870	8344937	1	MRM1
ENSGALG00000008855	3	10164257	10188294	1	UGP2
ENSGALG00000013060	2	79237722	79440729	-1	ADCY2
ENSGALG00000030076	10	18068294	18090172	-1	PCSK6
ENSGALG00000042022	18	133417	148498	-1	GSG1L2
ENSGALG00000004390	Z	22789928	22948747	1	AP3B1
ENSGALG00000047669	4	16591319	16592149	-1	
ENSGALG00000048421	4	16588002	16588104	-1	
ENSGALG00000012341	5	58041981	58053138	-1	SAV1
ENSGALG00000052031	4	16580512	16580616	-1	gga-mir-1757
ENSGALG00000045196	2	127225486	127287310	1	LAPTM4B
ENSGALG00000008682	4	16564093	16581626	-1	SLC25A43
ENSGALG00000009032	8	19953424	19965159	-1	PIF1
ENSGALG00000049623	2	127199774	127199804	1	
ENSGALG00000027654	2	79219935	79229716	-1	C5orf49
ENSGALG00000001944	Z	70734902	70754882	-1	TBC1D2
ENSGALG00000029702	5	623897	633480	1	
ENSGALG00000030432	22	559504	571288	1	RASSF2
ENSGALG00000037595	25	11783	20242	-1	USF1
ENSGALG00000006817	20	10427975	10468083	-1	CTNNBL1
ENSGALG00000013505	3	49258198	49530795	-1	SYNE1
ENSGALG00000027857	8	19752791	19752908	-1	5S_rRNA
ENSGALG00000005403	19	8314207	8335528	1	DHRS11
ENSGALG00000039712	18	118956	128669	1	DHRS7C
ENSGALG00000008675	4	16561047	16563108	-1	SLC25A5
ENSGALG00000004425	Z	22721122	22759474	-1	SCAMP1
ENSGALG00000043513	26	47040	65837	-1	TEAD3
ENSGALG00000052797	18	11342654	11345814	1	
ENSGALG00000010961	2	31154360	31262400	-1	IGF2BP3
ENSGALG00000009027	8	19735941	19930919	-1	ST6GALNAC3
ENSGALG00000005974	7	6741231	6760769	1	COL6A1
ENSGALG00000029980	12	11997117	12002006	1	QARS
ENSGALG00000034050	2	127179558	127211005	1	
ENSGALG00000009448	1	27057994	27068635	-1	IFRD1
ENSGALG00000049618	18	11329030	11332747	-1	
ENSGALG00000033521	2	79210863	79217888	1	FASTKD3
ENSGALG00000001978	28	2931429	2940550	-1	MED16
ENSGALG00000048883	2	127179200	127181416	1	
ENSGALG00000008652	4	16552918	16556801	1	STEEP1
ENSGALG00000054869	18	11328560	11328683	-1	U8
ENSGALG00000051337	18	11312014	11317535	-1	
ENSGALG00000004437	Z	22593889	22715686	1	LHFPL2
ENSGALG00000027894	2	126953661	126953739	1	
ENSGALG00000055069	5	619429	623810	1	
ENSGALG00000015273	1	85946022	85977162	1	TBC1D23
ENSGALG00000009446	1	27049177	27056263	-1	LSMEM1
ENSGALG00000009021	8	19606487	19673054	-1	ST6GALNAC5
ENSGALG00000049838	18	11273525	11293920	-1	
ENSGALG00000039385	12	11995005	11996636	1	
ENSGALG00000010954	2	31145533	31152182	1	MALSU1
ENSGALG00000009443	1	26946875	26968412	1	TMEM168
ENSGALG00000050484	18	11257424	11261982	-1	
ENSGALG00000015271	1	85910572	85928953	1	
ENSGALG00000030732	5	24165051	24178161	-1	MAPK8IP1
ENSGALG00000006792	20	10415519	10422917	-1	VSTM2L
ENSGALG00000034134	18	55594	58969	1	ZNF302
ENSGALG00000016446	3	96909880	96926659	1	ATP6V1C2
ENSGALG00000054310	18	11202373	11205618	1	
ENSGALG00000001933	Z	70684899	70731502	-1	CORO2A
ENSGALG00000008648	4	16544363	16552461	-1	UBE2A
ENSGALG00000007170	10	18059065	18064217	-1	SNRPA1
ENSGALG00000004438	Z	22502339	22568346	1	ARSB
ENSGALG00000047525	18	11091762	11094465	-1	
ENSGALG00000050425	18	43734	53380	-1	
ENSGALG00000040832	28	2928051	2932763	1	CFD
ENSGALG00000004231	23	5819774	5826643	-1	
ENSGALG00000050158	18	10965481	10972550	-1	
ENSGALG00000046715	Z	70410679	70412769	-1	
ENSGALG00000024335	18	43337	45028	1	
ENSGALG00000033245	26	40921	44364	-1	SMPD2
ENSGALG00000001869	Z	69047285	69263974	-1	LINGO2
ENSGALG00000004491	Z	22452215	22497335	1	DMGDH
ENSGALG00000047867	28	2924869	2924928	1	
ENSGALG00000006791	20	10401918	10413974	1	TTI1
ENSGALG00000004221	23	5809698	5818061	-1	IL22RA1
ENSGALG00000048565	KZ626839.1	2009579	2022346	-1	PRKCSH
ENSGALG00000008057	18	10892959	10923792	1	LLGL2
ENSGALG00000008858	3	10131713	10143027	1	MDH1
ENSGALG00000038529	28	2923340	2926579	-1	PLPPR3
ENSGALG00000010949	2	31127614	31144995	1	GPNMB
ENSGALG00000039424	2	79184684	79211008	-1	MTRR
ENSGALG00000048251	2	31118199	31119266	1	
ENSGALG00000046896	KZ626839.1	1990044	2010257	1	COLGALT1
ENSGALG00000008866	3	9992627	10131875	-1	WDPCP
ENSGALG00000008645	4	16533304	16542633	1	NKRF
ENSGALG00000049877	2	31108849	31109545	1	
ENSGALG00000048298	2	31073303	31079065	1	
ENSGALG00000009440	1	26909371	26943265	1	BMT2
ENSGALG00000017218	1	187090984	187108246	-1	MED17
ENSGALG00000028817	3	9984822	9987580	1	OTX1
ENSGALG00000053754	2	31056888	31061026	1	
ENSGALG00000004518	Z	22436116	22452194	-1	
ENSGALG00000025332	1	26866531	26866609	1	gga-mir-1695
ENSGALG00000046421	KZ626839.1	1415673	1419710	1	
ENSGALG00000053198	1	85747773	85925868	1	
ENSGALG00000043074	5	602722	622068	1	
ENSGALG00000012339	5	58016047	58042735	1	ATL1
ENSGALG00000041419	12	11989501	11994547	1	
ENSGALG00000004155	23	5781663	5804872	-1	MYOM3
ENSGALG00000049742	2	31039684	31045707	1	
ENSGALG00000009439	1	26817562	26821855	1	GPR85
ENSGALG00000014819	Z	22345907	22404480	-1	JMY
ENSGALG00000047163	18	10881723	10890682	1	TSEN54
ENSGALG00000028685	2	78655148	78914889	1	SEMA5A
ENSGALG00000046303	2	31020119	31023696	-1	
ENSGALG00000007162	10	18051822	18060084	-1	SELENOS
ENSGALG00000001864	Z	68919383	68933625	-1	C9orf72
ENSGALG00000016445	3	96860494	96904691	-1	NOL10
ENSGALG00000009435	1	26502865	26529724	1	PPP1R3A
ENSGALG00000000195	22	501885	551476	1	SLC23A2
ENSGALG00000017217	1	187083455	187092642	1	VSTM5
ENSGALG00000048449	KZ626839.1	1412288	1414768	1	
ENSGALG00000005319	11	12824211	12973016	1	CDH8
ENSGALG00000014813	Z	22241850	22331531	1	HOMER1
ENSGALG00000033162	27	7122029	7127087	1	PSMD3
ENSGALG00000005397	19	8296187	8312883	1	GGNBP2
ENSGALG00000009015	8	19534794	19598636	1	PIGK
ENSGALG00000019736	18	10870598	10874997	1	MCHR1
ENSGALG00000007248	10	18048568	18125749	1	
ENSGALG00000006788	20	10381362	10402171	-1	RPRD1B
ENSGALG00000051800	KZ626839.1	1394664	1402442	1	
ENSGALG00000040141	13	16116567	16161844	1	H2AFY
ENSGALG00000008421	5	24156326	24162006	1	PEX16
ENSGALG00000004141	23	5776686	5779203	-1	LBFABP
ENSGALG00000025681	2	78590696	78590764	-1	SNORD123
ENSGALG00000012155	4	58021967	58080491	-1	EGF
ENSGALG00000001856	Z	68835617	68871648	-1	MOB3B
ENSGALG00000026468	10	17984884	18044858	-1	CHSY1
ENSGALG00000053114	1	26112068	26239455	-1	
ENSGALG00000012321	5	57950810	58008557	-1	MAP4K5
ENSGALG00000012973	3	49053965	49241576	1	ESR1
ENSGALG00000027424	11	12811876	12812043	1	
ENSGALG00000040348	3	9788250	9983993	1	EHBP1
ENSGALG00000052846	1	26075153	26075190	1	
ENSGALG00000030866	2	126884462	127048750	1	CPQ
ENSGALG00000023554	19	8290811	8292659	1	PIGW
ENSGALG00000043896	2	30992189	31001097	-1	
ENSGALG00000016785	1	135176642	135199850	1	IL1RL1
ENSGALG00000008034	18	10835668	10861578	-1	CASKIN2
ENSGALG00000004133	23	5765828	5774220	-1	SRSF10
ENSGALG00000050544	KZ626839.1	1333625	1335310	1	
ENSGALG00000017216	1	187061747	187071961	1	
ENSGALG00000029692	13	16055691	16057147	1	NEUROG1
ENSGALG00000054648	KZ626839.1	1329750	1332043	1	
ENSGALG00000026491	3	9728741	9733446	-1	TMEM17
ENSGALG00000048682	KZ626839.1	922692	931094	-1	MYLPF
ENSGALG00000012791	1	55750244	55990181	-1	TBXAS1
ENSGALG00000006824	12	11969309	11989472	1	USP19
ENSGALG00000054576	3	9691244	9691301	-1	
ENSGALG00000030526	1	135138720	135153025	1	
ENSGALG00000007141	10	17915117	17979890	1	LRRK1
ENSGALG00000036805	5	577103	590550	1	
ENSGALG00000054319	4	57922324	57987408	1	ELOVL6
ENSGALG00000012295	5	57938576	57947538	-1	CDKL1
ENSGALG00000005374	19	8273900	8290252	-1	MYO19
ENSGALG00000006775	20	10367592	10377566	1	TGM2
ENSGALG00000004122	23	5759074	5763181	1	PNRC2
ENSGALG00000014810	Z	22175870	22214446	-1	TENT2
ENSGALG00000008633	4	16507527	16532945	1	SEPT6
ENSGALG00000002579	15	3506970	3627749	1	RIMBP2
ENSGALG00000004120	23	5753275	5754330	-1	CNR2
ENSGALG00000004394	7	6712367	6730379	1	
ENSGALG00000010942	2	30977907	30984334	1	NUP42
ENSGALG00000016444	3	96780811	96788676	-1	ODC1
ENSGALG00000052014	KZ626839.1	866446	879124	1	PCK2
ENSGALG00000013043	2	78413620	78423635	1	ATPSCKMT
ENSGALG00000005550	9	5412062	5444046	1	ST6GAL1
ENSGALG00000031652	8	19432096	19518959	-1	AK5
ENSGALG00000026553	Z	22126658	22173992	-1	
ENSGALG00000047290	20	10352602	10361305	1	KIAA1755
ENSGALG00000008023	18	10792478	10831006	1	TMEM94
ENSGALG00000036876	22	484297	499838	1	TMEM230
ENSGALG00000006346	13	16035275	16042796	1	CXCL14
ENSGALG00000052930	KZ626839.1	845139	856540	-1	
ENSGALG00000052042	3	96778705	96778754	1	
ENSGALG00000008418	5	24137468	24151840	-1	LARGE2
ENSGALG00000043143	12	11958500	11959644	1	
ENSGALG00000042309	5	572360	574129	-1	CHURC1
ENSGALG00000053903	KZ626839.1	836658	839658	-1	
ENSGALG00000028944	3	96737525	96737634	1	gga-mir-6655
ENSGALG00000008930	3	9676896	9693979	1	B3GNT2
ENSGALG00000017857	4	16503469	16503600	1	
ENSGALG00000008988	8	19375099	19428986	1	ZZZ3
ENSGALG00000031424	2	126817624	126874829	1	SDC2
ENSGALG00000053543	12	11955258	11958590	1	
ENSGALG00000006756	20	10341499	10348637	-1	
ENSGALG00000028629	1	187042107	187056697	1	TM4SF1a
ENSGALG00000048860	KZ626839.1	813356	815306	1	GRK1
ENSGALG00000005360	19	8243835	8262292	-1	CA4
ENSGALG00000054865	12	11951567	11954327	1	
ENSGALG00000053449	KZ626839.1	797541	807290	-1	
ENSGALG00000032190	26	32473	39771	1	MICAL1
ENSGALG00000045529	5	567699	570024	1	RAB15
ENSGALG00000006738	20	10334013	10342498	-1	CDK5RAP1
ENSGALG00000004112	23	5747558	5752219	-1	FUCA1
ENSGALG00000008620	4	16501944	16504398	1	RPL39L
ENSGALG00000008974	8	19332100	19366477	1	USP33
ENSGALG00000038143	5	562529	566539	-1	
ENSGALG00000012287	5	57934496	57941300	1	ATP5S
ENSGALG00000043044	1	135111322	135129457	1	IL1R1
ENSGALG00000008016	18	10741594	10779489	-1	GRB2
ENSGALG00000005554	9	5398453	5403001	-1	ADIPOQ
ENSGALG00000006341	13	15959333	15976071	-1	SLC25A48
ENSGALG00000013495	27	7118248	7123056	1	GSDMA
ENSGALG00000029292	22	479245	482505	1	PCNA
ENSGALG00000051859	13	15954500	15955189	1	
ENSGALG00000008931	3	9592856	9662389	1	COMMD1
ENSGALG00000026031	19	8238203	8274620	1	ZNHIT3
ENSGALG00000030511	7	6682190	6687383	-1	SLC19A1
ENSGALG00000054650	17	7138254	7154369	-1	
ENSGALG00000039985	11	12119543	12198657	1	CDH11
ENSGALG00000048856	19	8203860	8203917	1	gga-mir-12236
ENSGALG00000043027	1	186999629	187029048	-1	HEPHL1
ENSGALG00000029142	27	7109348	7115931	1	ORMDL3
ENSGALG00000032249	5	559555	562395	1	MAX
ENSGALG00000012282	5	57917717	57934479	-1	L2HGDH
ENSGALG00000008951	8	19297753	19332508	-1	MIGA1
ENSGALG00000009424	1	26049718	26110344	-1	FOXP2
ENSGALG00000052051	9	5393247	5396125	1	COPS9
ENSGALG00000012971	3	49020942	49053025	1	CCDC170
ENSGALG00000006802	12	11948006	11968917	1	LAMB2
ENSGALG00000002569	15	3483355	3487600	-1	RAN
ENSGALG00000046187	1	55733220	55749482	1	PARP12
ENSGALG00000046326	1	135054624	135066732	1	IL1R2
ENSGALG00000041709	9	5392189	5392281	1	gga-mir-1608
ENSGALG00000008618	4	16494368	16501047	1	UPF3B
ENSGALG00000012273	5	57869306	57917081	-1	SOS2
ENSGALG00000008011	18	10732596	10738621	-1	SLC25A19
ENSGALG00000039751	1	186976289	186995037	-1	PANX1
ENSGALG00000001840	Z	68766291	68802701	1	TEK
ENSGALG00000026432	1	134916645	134916752	1	gga-mir-6543
ENSGALG00000041744	9	5386182	5392731	1	OTOS
ENSGALG00000037742	1	134912417	134912499	1	gga-mir-1552
ENSGALG00000005350	19	8169952	8266166	1	
ENSGALG00000033365	10	17875706	17910716	1	ALDH1A3
ENSGALG00000025365	1	134884196	134884261	1	gga-mir-1656
ENSGALG00000030185	2	126738656	126768617	1	PTDSS1
ENSGALG00000054435	4	57910688	58003975	-1	
ENSGALG00000026838	1	25905669	25955951	-1	MDFIC
ENSGALG00000031341	KZ626839.1	681601	721084	-1	
ENSGALG00000054000	9	5377776	5377846	1	
ENSGALG00000006787	12	11938359	11939817	1	CCDC71
ENSGALG00000026322	3	48996729	49002709	1	ARMT1
ENSGALG00000012269	5	57863106	57866374	-1	
ENSGALG00000010938	2	30953027	30977707	1	KLHL7
ENSGALG00000006693	20	10325022	10329836	1	
ENSGALG00000008613	4	16492920	16494113	-1	NDUFA1
ENSGALG00000053914	KZ626839.1	672883	675781	-1	SLC16A13
ENSGALG00000003340	17	7130052	7137248	-1	GBGT1
ENSGALG00000048002	33	6342343	6345464	1	CCS
ENSGALG00000005631	9	5367515	5380854	-1	TRPM2
ENSGALG00000039347	5	555689	559351	1	UNC93B1
ENSGALG00000051460	5	57862387	57869575	-1	
ENSGALG00000038311	7	6651455	6681167	1	COL18A1
ENSGALG00000003412	17	7090031	7108362	-1	
ENSGALG00000025579	5	57861604	57861708	-1	gga-mir-1716
ENSGALG00000046507	12	11931336	11935530	-1	
ENSGALG00000055048	5	549153	549510	-1	
ENSGALG00000005655	9	5360592	5365725	1	
ENSGALG00000006329	13	15943328	15957612	-1	IL9
ENSGALG00000031410	4	57825703	57859115	-1	ENPEP
ENSGALG00000045028	Z	68732647	68738470	-1	
ENSGALG00000040351	KZ626839.1	660043	672952	1	ACAP1
ENSGALG00000017212	1	186958524	186961472	1	GPR83
ENSGALG00000026944	5	57851512	57852963	1	ARF6
ENSGALG00000020261	4	16489504	16491587	-1	AKAP14
ENSGALG00000020982	20	10310829	10316294	1	
ENSGALG00000006776	12	11927983	11930527	-1	KLHDC8B
ENSGALG00000054841	5	57846654	57846952	-1	Metazoa_SRP
ENSGALG00000016443	3	96721221	96773216	1	HPCAL1
ENSGALG00000026715	18	10722713	10730032	-1	MIF4GD
ENSGALG00000008945	8	19269326	19285928	-1	NEXN
ENSGALG00000047347	5	57845536	57845834	-1	Metazoa_SRP
ENSGALG00000049172	KZ626839.1	654065	660235	1	
ENSGALG00000014807	Z	22058070	22068952	1	MTX3
