Chicken_geneSymbol		Chicken_chromosome	Gene start (bp)	Gene end (bp)	Chicken_gene_name	Quail_geneSymbol	Quail_geneName	Quail_Chromosome	Japanese quail homology type	"Japanese quail orthology confidence [0 low, 1 high]"
ENSGALG00000007721		2	16795056	16932049	ARHGAP21	ENSCJPG00005003963	ARHGAP21	2	ortholog_one2one	1
ENSGALG00000004476		12	3527264	3534653	SEMA3G	ENSCJPG00005012193	SEMA3G	12	ortholog_one2one	1
ENSGALG00000030719		5	46093745	46160385	CLMN	ENSCJPG00005002506	CLMN	5	ortholog_one2one	1
ENSGALG00000008207		15	11634130	11680387	FBXW8	ENSCJPG00005015669	FBXW8	15	ortholog_one2one	1
ENSGALG00000010538		3	31481892	31584930	TTC27	ENSCJPG00005011386	TTC27	3	ortholog_one2one	1
ENSGALG00000004588		13	13844163	13849165	RPS14	ENSCJPG00005006550	RPS14	13	ortholog_one2one	1
ENSGALG00000010412		9	23950498	23990584	WWTR1	ENSCJPG00005018750	WWTR1	9	ortholog_one2one	1
ENSGALG00000031920		2	66892969	66897037	FOXF2	ENSCJPG00005015624	FOXF2	2	ortholog_one2one	1
ENSGALG00000008217		15	11696113	11719714	RNFT2	ENSCJPG00005015670	RNFT2	15	ortholog_one2one	1
ENSGALG00000010427		9	23998508	24002932	TM4SF4	ENSCJPG00005018751	TM4SF4	9	ortholog_one2one	1
ENSGALG00000036567		2	114773595	114803982	ARMC1	ENSCJPG00005011615	ARMC1	2	ortholog_one2one	1
ENSGALG00000011076		5	46187929	46228922	SYNE3	ENSCJPG00005002510	SYNE3	5	ortholog_one2one	1
ENSGALG00000005442		8	12531463	12557002	PALMD	ENSCJPG00005000216	PALMD	8	ortholog_one2one	1
ENSGALG00000013377		Z	10937257	10979460	LMBRD2	ENSCJPG00005006699	LMBRD2	Z	ortholog_one2one	1
ENSGALG00000031631		3	82667795	82674292	SDHAF4	ENSCJPG00005007101	SDHAF4	3	ortholog_one2one	1
ENSGALG00000042984		12	3535461	3540337		ENSCJPG00005012194		12	ortholog_one2one	1
ENSGALG00000005107		6	16558510	16661215		ENSCJPG00005014305		6	ortholog_one2one	1
ENSGALG00000054252		9	24026066	24031359	TM4SF1	ENSCJPG00005018752	TM4SF1	9	ortholog_one2one	1
ENSGALG00000031821		15	11722028	11727568	C15H12orf49	ENSCJPG00005015671	SPRING1	15	ortholog_one2one	1
ENSGALG00000011564		4	50027838	50078064	RUFY3	ENSCJPG00005001068	RUFY3	4	ortholog_one2one	1
ENSGALG00000025695		5	46257405	46257677	SCARNA13	ENSCJPG00005002512	SCARNA13	5	ortholog_one2one	1
ENSGALG00000025389		23	2702963	2703033		ENSCJPG00005016307		23	ortholog_one2one	1
ENSGALG00000012530		1	51716683	51725962	FOXRED2	ENSCJPG00005013675	FOXRED2	1	ortholog_one2one	1
ENSGALG00000011079		5	46259416	46265888	GLRX5	ENSCJPG00005002513	GLRX5	5	ortholog_one2one	1
ENSGALG00000017843		23	2703490	2703624		ENSCJPG00005016308		23	ortholog_one2one	1
ENSGALG00000038385		2	114804766	114825447	MTFR1	ENSCJPG00005011616	MTFR1	2	ortholog_one2one	1
ENSGALG00000038747		9	24036053	24042090	TM4SF18	ENSCJPG00005018753	TM4SF18	9	ortholog_one2one	1
ENSGALG00000005470		8	12561720	12758336	PLPPR5	ENSCJPG00005000237	PLPPR5	8	ortholog_one2one	1
ENSGALG00000025602		23	2703833	2703961		ENSCJPG00005016309		23	ortholog_one2one	1
ENSGALG00000017845		23	2704413	2704555		ENSCJPG00005016310		23	ortholog_one2one	1
ENSGALG00000005134		6	16669233	16730354	ZSWIM8	ENSCJPG00005014483	ZSWIM8	6	ortholog_one2one	1
ENSGALG00000032599		1	77755770	77781779	ZNF384	ENSCJPG00005016731	ZNF384	1	ortholog_one2one	1
ENSGALG00000038596		5	46461828	46487764	C14orf132	ENSCJPG00005002517	C14orf132	5	ortholog_one2one	1
ENSGALG00000008238		15	11842672	12020606	MED13L	ENSCJPG00005015673	MED13L	15	ortholog_one2one	1
ENSGALG00000033378		11	4976046	4988616	AKTIP	ENSCJPG00005012414	AKTIP	11	ortholog_one2one	1
ENSGALG00000047101		1	174499746	174499894		ENSCJPG00005019911		1	ortholog_one2one	1
ENSGALG00000033170		2	66990175	67383301	GMDS	ENSCJPG00005015622	GMDS	2	ortholog_one2one	1
ENSGALG00000003547		Z	10978967	10990022	SKP2	ENSCJPG00005006700	SKP2	Z	ortholog_one2one	1
ENSGALG00000012532		1	51727168	51734903	TXN2	ENSCJPG00005013680	TXN2	1	ortholog_one2one	1
ENSGALG00000004594		13	13851648	13855558	CD74	ENSCJPG00005006545	CD74	13	ortholog_one2one	1
ENSGALG00000015969		3	82677497	82757736	FAM135A	ENSCJPG00005007103	FAM135A	3	ortholog_one2one	1
ENSGALG00000008330		1	12642781	12647019	TMEM60	ENSCJPG00005005224	TMEM60	1	ortholog_one2one	1
ENSGALG00000011080		5	46550123	46571687	BDKRB2	ENSCJPG00005002520	BDKRB2	5	ortholog_one2one	1
ENSGALG00000001310		23	2708287	2723179	TRNAU1AP	ENSCJPG00005016311	TRNAU1AP	23	ortholog_one2one	1
ENSGALG00000038589		12	3541944	3542857	ABHD14B	ENSCJPG00005012195	ABHD14B	12	ortholog_one2one	1
ENSGALG00000045052		1	174520441	174521798	MAB21L1	ENSCJPG00005019912	MAB21L1	1	ortholog_one2one	1
ENSGALG00000027695		12	3544615	3548464	PCBP4	ENSCJPG00005012197	PCBP4	12	ortholog_one2one	1
ENSGALG00000011493		7	23551701	23559373	TMEM169	ENSCJPG00005013066	TMEM169	7	ortholog_one2one	1
ENSGALG00000020386		5	46575153	46577714	BDKRB1	ENSCJPG00005002521	BDKRB1	5	ortholog_one2one	1
ENSGALG00000038395		2	114828582	114898800	PDE7A	ENSCJPG00005011623	PDE7A	2	ortholog_one2one	1
ENSGALG00000031160		4	50079169	50085060	GRSF1	ENSCJPG00005001104	GRSF1	4	ortholog_one2one	1
ENSGALG00000017064		1	175226091	175239903	RFC3	ENSCJPG00005019916	RFC3	1	ortholog_one2one	1
ENSGALG00000011497		7	23565554	23577911	PECR	ENSCJPG00005013065	PECR	7	ortholog_one2one	1
ENSGALG00000038624		12	3548415	3550704		ENSCJPG00005012198		12	ortholog_one2one	1
ENSGALG00000014466		1	77803621	77808412	PIANP	ENSCJPG00005016732	PIANP	1	ortholog_one2one	1
ENSGALG00000043092		1	51752609	51820554	MYH9	ENSCJPG00005013687	MYH9	1	ortholog_one2one	1
ENSGALG00000030773		9	24039075	24062914	CP	ENSCJPG00005018754	CP	9	ortholog_one2one	1
ENSGALG00000034756		23	2734269	2742975		ENSCJPG00005016335		23	ortholog_one2one	1
ENSGALG00000042088		5	46604362	46646278	ATG2B	ENSCJPG00005002522	ATG2B	5	ortholog_one2one	1
ENSGALG00000030534		14	8822435	8852860	SYT17	ENSCJPG00005015325	SYT17	14	ortholog_one2one	1
ENSGALG00000003558		Z	10992888	11023261	NADK2	ENSCJPG00005006702	NADK2	Z	ortholog_one2one	1
ENSGALG00000014467		1	77817350	77820482	COPS7A	ENSCJPG00005016746	COPS7A	1	ortholog_one2one	1
ENSGALG00000025896		8	12637014	12664559	PLPPR4	ENSCJPG00005000251	PLPPR4	8	ortholog_one2one	1
ENSGALG00000011573		4	50089708	50124266	MOB1B	ENSCJPG00005001129	MOB1B	4	ortholog_one2one	1
ENSGALG00000036043		15	12495131	12505106	TBX3	ENSCJPG00005015680	TBX3	15	ortholog_one2one	1
ENSGALG00000030660		2	114919024	114955857	DNAJC5B	ENSCJPG00005011625	DNAJC5B	2	ortholog_one2one	1
ENSGALG00000033806		14	8862186	8867077	ITPRIPL2	ENSCJPG00005015423	ITPRIPL2	14	ortholog_one2one	1
ENSGALG00000005535		13	13855851	13873523	TCOF1	ENSCJPG00005006538		13	ortholog_one2one	1
ENSGALG00000028501		4	50129586	50140105	DCK	ENSCJPG00005001538	DCK	4	ortholog_one2one	1
ENSGALG00000005478		8	12790282	12813460	SNX7	ENSCJPG00005000263	SNX7	8	ortholog_one2one	1
ENSGALG00000006062		20	9569513	9605598	ZBTB46	ENSCJPG00005006273	ZBTB46	20	ortholog_one2one	1
ENSGALG00000005156		6	16746638	16758682		ENSCJPG00005015002		6	ortholog_one2one	1
ENSGALG00000015970		3	82821169	82887349	COL9A1	ENSCJPG00005007115	COL9A1	3	ortholog_one2one	1
ENSGALG00000008253		15	12598201	12638563	TBX5	ENSCJPG00005015681	TBX5	15	ortholog_one2one	1
ENSGALG00000014468		1	77831588	77841435	MLF2	ENSCJPG00005016747	MLF2	1	ortholog_one2one	1
ENSGALG00000021802		3	31551568	31551650		ENSCJPG00005011525		3	ortholog_one2one	1
ENSGALG00000008328		1	12650569	12700021	RSBN1L	ENSCJPG00005005229	RSBN1L	1	ortholog_one2one	1
ENSGALG00000006861		14	8873314	8882226	COQ7	ENSCJPG00005015424	COQ7	14	ortholog_one2one	1
ENSGALG00000018336		8	12923059	12923154	gga-mir-137	ENSCJPG00005000322	MIR137	8	ortholog_one2one	1
ENSGALG00000041327		2	114973276	115009947	TRIM55	ENSCJPG00005011647	TRIM55	2	ortholog_one2one	1
ENSGALG00000017065		1	175547844	175573201	STARD13	ENSCJPG00005019919		1	ortholog_one2one	1
ENSGALG00000011515		7	23626750	23643336	ERCC3	ENSCJPG00005013060	ERCC3	7	ortholog_one2one	1
ENSGALG00000039288		12	3555325	3570961	RBM10	ENSCJPG00005012199	RBM5	12	ortholog_one2one	1
ENSGALG00000028809		6	16766053	16768405	CHCHD1	ENSCJPG00005015003	CHCHD1	6	ortholog_one2one	1
ENSGALG00000011088		5	46646127	46650779	GSKIP	ENSCJPG00005002524	GSKIP	5	ortholog_one2one	1
ENSGALG00000005169		6	16774824	16781124	FUT11	ENSCJPG00005015004	FUT11	6	ortholog_one2one	1
ENSGALG00000006092		20	9621257	9628621		ENSCJPG00005006264		20	ortholog_one2one	1
ENSGALG00000001329		23	2743037	2816538	EPB41	ENSCJPG00005016336	EPB41	23	ortholog_one2one	1
ENSGALG00000005509		8	12966245	13290132	DPYD	ENSCJPG00005000340	DPYD	8	ortholog_one2one	1
ENSGALG00000019555		2	67621788	67629938	SERPINB1	ENSCJPG00005015617	SERPINB1	2	ortholog_one2one	1
ENSGALG00000037148		2	115011152	115012145	CRH	ENSCJPG00005011650	CRH	2	ortholog_one2one	1
ENSGALG00000015568		4	80793977	80825261	SH3TC1	ENSCJPG00005018551	SH3TC1	4	ortholog_one2one	1
ENSGALG00000006101		20	9629100	9642654	ARFRP1	ENSCJPG00005006255	ARFRP1	20	ortholog_one2one	1
ENSGALG00000010541		3	31609464	31785558	BIRC6	ENSCJPG00005011541	BIRC6	3	ortholog_one2one	1
ENSGALG00000030890		2	115081599	115082672	RRS1	ENSCJPG00005011651	RRS1	2	ortholog_one2one	1
ENSGALG00000031105		4	50212212	50372852	SLC4A4	ENSCJPG00005001554	SLC4A4	4	ortholog_one2one	1
ENSGALG00000011532		7	23656426	23668770	CYP27C1	ENSCJPG00005013059	CYP27C1	7	ortholog_one2one	1
ENSGALG00000005616		13	13888545	13891555	ARSI	ENSCJPG00005006536	ARSI	13	ortholog_one2one	1
ENSGALG00000008289		15	12740583	12788535	RBM19	ENSCJPG00005015683	RBM19	15	ortholog_one2one	1
ENSGALG00000053765		1	77844882	77848395		ENSCJPG00005016749		1	ortholog_one2one	1
ENSGALG00000005181		6	16782708	16809817		ENSCJPG00005015005		6	ortholog_one2one	1
ENSGALG00000000564		27	5215338	5225187	CCDC47	ENSCJPG00005019181	CCDC47	27	ortholog_one2one	1
ENSGALG00000031860		2	115083826	115099513		ENSCJPG00005011652		2	ortholog_one2one	1
ENSGALG00000003582		Z	11170515	11234911	SLC1A3	ENSCJPG00005006721	SLC1A3	Z	ortholog_one2one	1
ENSGALG00000034673		4	80855311	80877258	HTRA3	ENSCJPG00005018553	HTRA3	4	ortholog_one2one	1
ENSGALG00000011541		7	23682689	23766446	BIN1	ENSCJPG00005013056	BIN1	7	ortholog_one2one	1
ENSGALG00000006889		14	8882558	8896929	TMC7	ENSCJPG00005015425	TMC7	14	ortholog_one2one	1
ENSGALG00000012540		1	51917777	51989848	RBFOX2	ENSCJPG00005018004	RBFOX2	1	ortholog_one2one	1
ENSGALG00000006106		20	9650082	9655443	TNFRSF6B	ENSCJPG00005006246	TNFRSF6B	20	ortholog_one2one	1
ENSGALG00000000581		27	5225378	5241792	DDX42	ENSCJPG00005019182	DDX42	27	ortholog_one2one	1
ENSGALG00000007766		2	16935030	17269638	KIAA1217	ENSCJPG00005003979	KIAA1217	2	ortholog_one2one	1
ENSGALG00000012866		2	67630790	67640410	SERPINB6	ENSCJPG00005015616	SERPINB8	2	ortholog_one2one	1
ENSGALG00000029621		12	3580056	3597490	SEMA3F	ENSCJPG00005012219	SEMA3F	12	ortholog_one2one	1
ENSGALG00000017068		1	175586953	175631538	KL	ENSCJPG00005019920	KL	1	ortholog_one2one	1
ENSGALG00000033099		5	46671242	46711072	PAPOLB	ENSCJPG00005002525	PAPOLA	5	ortholog_one2one	1
ENSGALG00000011612		4	50399945	50405933	GC	ENSCJPG00005001589	GC	4	ortholog_one2one	1
ENSGALG00000005207		6	16818878	16849933	SYNPO2L	ENSCJPG00005016107	SYNPO2L	6	ortholog_one2one	1
ENSGALG00000015591		4	80933353	80968494	ACOX3	ENSCJPG00005018556	ACOX3	4	ortholog_one2one	1
ENSGALG00000040089		9	24057105	24083265	HPS3	ENSCJPG00005018756	HPS3	9	ortholog_one2one	1
ENSGALG00000033304		2	115139370	115162145	MYBL1	ENSCJPG00005011654	MYBL1	2	ortholog_one2one	1
ENSGALG00000005226		6	16860338	16872753	MYOZ1	ENSCJPG00005016109	MYOZ1	6	ortholog_one2one	1
ENSGALG00000014477		1	77873930	77885897	CD4	ENSCJPG00005016751		1	ortholog_one2one	1
ENSGALG00000012541		1	52004040	52007757	MB	ENSCJPG00005018172	MB	1	ortholog_one2one	1
ENSGALG00000003605		Z	11358146	11454064		ENSCJPG00005006734	NIPBL	Z	ortholog_one2one	1
ENSGALG00000005552		8	13336528	13398389	PTBP2	ENSCJPG00005000379	PTBP2	8	ortholog_one2one	1
ENSGALG00000008303		15	12856850	12862055	LHX5	ENSCJPG00005015684	LHX5	15	ortholog_one2one	1
ENSGALG00000019797		27	5243768	5247636		ENSCJPG00005019235		27	ortholog_one2one	1
ENSGALG00000005232		6	16926091	16976146	USP54	ENSCJPG00005016120	USP54	6	ortholog_one2one	1
ENSGALG00000011616		4	50415796	50429903	NPFFR2	ENSCJPG00005001603	NPFFR2	4	ortholog_one2one	1
ENSGALG00000012542		1	52034440	52042836	RASD2	ENSCJPG00005018174	RASD2	1	ortholog_one2one	1
ENSGALG00000011566		7	24024963	24051622	GYPC	ENSCJPG00005013052	GYPC	7	ortholog_one2one	1
ENSGALG00000003663		11	4991886	5011381	RBL2	ENSCJPG00005012415	RBL2	11	ortholog_one2one	1
ENSGALG00000000585		27	5250693	5256162	MYL4	ENSCJPG00005019238		27	ortholog_one2one	1
ENSGALG00000043868		19	5847957	5861575	FOXN1	ENSCJPG00005011479	FOXN1	19	ortholog_one2one	1
ENSGALG00000006241		9	24085087	24091634		ENSCJPG00005018758		9	ortholog_one2one	1
ENSGALG00000008317		15	12864255	12866637	SDSL	ENSCJPG00005015685	SDSL	15	ortholog_one2one	1
ENSGALG00000017070		1	175733995	175832231	PDS5B	ENSCJPG00005019946	PDS5B	1	ortholog_one2one	1
ENSGALG00000015594		4	80968536	80981295	TRMT44	ENSCJPG00005018557	TRMT44	4	ortholog_one2one	1
ENSGALG00000011623		4	50473922	50604585	ADAMTS3	ENSCJPG00005001613	ADAMTS3	4	ortholog_one2one	1
ENSGALG00000011577		7	24417886	24674006	CNTNAP5	ENSCJPG00005013048	CNTNAP5	7	ortholog_one2one	1
ENSGALG00000035535		9	24095782	24111128	GYG1	ENSCJPG00005018759	GYG1	9	ortholog_one2one	1
ENSGALG00000003657		19	5870573	5874427	UNC119	ENSCJPG00005011480	UNC119	19	ortholog_one2one	1
ENSGALG00000000596		27	5259680	5286482	CDC27	ENSCJPG00005019239	CDC27	27	ortholog_one2one	1
ENSGALG00000005672		13	13923362	13933620	SLC6A7	ENSCJPG00005005672	SLC6A7	13	ortholog_one2one	1
ENSGALG00000005243		6	16985735	17029305	PPP3CB	ENSCJPG00005016200	PPP3CB	6	ortholog_one2one	1
ENSGALG00000042883		2	115177217	115191152	VCPIP1	ENSCJPG00005011655	VCPIP1	2	ortholog_one2one	1
ENSGALG00000011626		4	50722658	50728122	COX18	ENSCJPG00005001634	COX18	4	ortholog_one2one	1
ENSGALG00000003665		19	5880064	5884125	PIGS	ENSCJPG00005011481	PIGS	19	ortholog_one2one	1
ENSGALG00000019554		2	67641034	67649937		ENSCJPG00005015613		2	ortholog_one2one	1
ENSGALG00000008319		15	12867704	12870568	PLBD2	ENSCJPG00005015686	PLBD2	15	ortholog_one2one	1
ENSGALG00000012546		1	52093781	52114911	MCM5	ENSCJPG00005018176	MCM5	1	ortholog_one2one	1
ENSGALG00000005679		13	13936846	13947085	CDX1	ENSCJPG00005005664		13	ortholog_one2one	1
ENSGALG00000027144		2	17415549	17417320	PTF1A	ENSCJPG00005004016	PTF1A	2	ortholog_one2one	1
ENSGALG00000015595		4	81142872	81147963	GPR78	ENSCJPG00005018558	GPR78	4	ortholog_one2one	1
ENSGALG00000026077		19	5884422	5888133	ALDOC	ENSCJPG00005011487	ALDOC	19	ortholog_one2one	1
ENSGALG00000019553		2	67656284	67662678	SERPINB10B	ENSCJPG00005015612		2	ortholog_one2one	1
ENSGALG00000035645		12	3601923	3612996	GNAI2	ENSCJPG00005012222	GNAI2	12	ortholog_one2one	1
ENSGALG00000030613		13	13957973	13973578	PDGFRB	ENSCJPG00005005661	PDGFRB	13	ortholog_one2one	1
ENSGALG00000007864		2	17448659	17498050	ARMC3	ENSCJPG00005004019	ARMC3	2	ortholog_one2one	1
ENSGALG00000030209		4	81163250	81197855	CPZ	ENSCJPG00005018559	CPZ	4	ortholog_one2one	1
ENSGALG00000051957		1	12711371	12781126	PTPN12	ENSCJPG00005005283	PTPN12	1	ortholog_one2one	1
ENSGALG00000011116		5	46806027	46838896	VRK1	ENSCJPG00005002529	VRK1	5	ortholog_one2one	1
ENSGALG00000000603		27	5290753	5359216	KANSL1	ENSCJPG00005019300	KANSL1	27	ortholog_one2one	1
ENSGALG00000024318		23	2822852	2824408	TMEM200B	ENSCJPG00005016339		23	ortholog_one2one	1
ENSGALG00000003631		Z	11468109	11532281	CPLANE1	ENSCJPG00005006920	CPLANE1	Z	ortholog_one2one	1
ENSGALG00000010547		3	31786701	31801008	YIPF4	ENSCJPG00005012134	YIPF4	3	ortholog_one2one	1
ENSGALG00000006911		14	8913539	8925051	TMC5	ENSCJPG00005015444	TMC5	14	ortholog_one2one	1
ENSGALG00000005299		6	17032797	17047411	ANXA7	ENSCJPG00005016506	ANXA7	6	ortholog_one2one	1
ENSGALG00000008357		15	12879143	12931736	TPCN1	ENSCJPG00005015688	TPCN1	15	ortholog_one2one	1
ENSGALG00000007877		2	17544486	17645198	PIP4K2A	ENSCJPG00005004036	PIP4K2A	2	ortholog_one2one	1
ENSGALG00000011642		4	50730426	50809631	ANKRD17	ENSCJPG00005001647	ANKRD17	4	ortholog_one2one	1
ENSGALG00000022926		1	77894615	77899113	GPR162	ENSCJPG00005016752	GPR162	1	ortholog_one2one	1
ENSGALG00000043570		2	115207256	115264028	SGK3	ENSCJPG00005011668		2	ortholog_one2one	1
ENSGALG00000016174		3	83099425	83166464	LMBRD1	ENSCJPG00005007147	LMBRD1	3	ortholog_one2one	1
ENSGALG00000038421		8	13715182	13724764	RWDD3	ENSCJPG00005000407	RWDD3	8	ortholog_one2one	1
ENSGALG00000029653		23	2842969	2885597		ENSCJPG00005016340		23	ortholog_one2one	1
ENSGALG00000014490		1	77900316	77910271	P3H3	ENSCJPG00005016753	P3H3	1	ortholog_one2one	1
ENSGALG00000028871		12	3614475	3623786	SLC38A3	ENSCJPG00005012223	SLC38A3	12	ortholog_one2one	1
ENSGALG00000005725		13	13980059	13997910	CSF1R	ENSCJPG00005005658	CSF1R	13	ortholog_one2one	1
ENSGALG00000036790		3	74821	76716	RPS27A	ENSCJPG00005000922		3	ortholog_one2one	1
ENSGALG00000008312		1	12815093	12861596	GSAP	ENSCJPG00005005285	GSAP	1	ortholog_one2one	1
ENSGALG00000010551		3	31890337	31916467	CDC42EP3	ENSCJPG00005012136	CDC42EP3	3	ortholog_one2one	1
ENSGALG00000043352		28	194557	243536		ENSCJPG00005005576		28	ortholog_one2one	1
ENSGALG00000016288		1	117527572	118143733	IL1RAPL1	ENSCJPG00005017161	IL1RAPL1	1	ortholog_one2one	1
ENSGALG00000005571		8	13729738	13737105	HCCS	ENSCJPG00005000410	HCCS	8	ortholog_one2one	1
ENSGALG00000006916		14	8927258	8931721	GDE1	ENSCJPG00005015445	GDE1	14	ortholog_one2one	1
ENSGALG00000011592		7	25228579	25265411	MRAS	ENSCJPG00005013043	MRAS	7	ortholog_one2one	1
ENSGALG00000037709		19	5914173	5916257	SDF2	ENSCJPG00005011575	SDF2	19	ortholog_one2one	1
ENSGALG00000007892		2	17695373	17728029	SPAG6	ENSCJPG00005004048	SPAG6	2	ortholog_one2one	1
ENSGALG00000017072		1	175888052	175900559		ENSCJPG00005020413		1	ortholog_one2one	1
ENSGALG00000013723		12	3635427	3637460	OASL	ENSCJPG00005012237	OASL	12	ortholog_one2one	1
ENSGALG00000031265		3	77845	88773	MTIF2	ENSCJPG00005000879	MTIF2	3	ortholog_one2one	1
ENSGALG00000003688		Z	11533783	11564661	NUP155	ENSCJPG00005006933	NUP155	Z	ortholog_one2one	1
ENSGALG00000000146		19	5921244	5941204	SUPT6H	ENSCJPG00005011576	SUPT6H	19	ortholog_one2one	1
ENSGALG00000039178		11	5015742	5089734	CHD9	ENSCJPG00005012416	CHD9	11	ortholog_one2one	1
ENSGALG00000005326		6	17053947	17058803	EIF3F	ENSCJPG00005016575	EIF3F	6	ortholog_one2one	1
ENSGALG00000015599		4	81401297	81403526	SOHO-1	ENSCJPG00005018560		4	ortholog_one2one	1
ENSGALG00000005580		8	13738852	13781167	TMEM56	ENSCJPG00005000411		8	ortholog_one2one	1
ENSGALG00000029000		12	3640843	3643608	HYAL3	ENSCJPG00005012238	HYAL3	12	ortholog_one2one	1
ENSGALG00000006925		14	8932617	8947472	CCP110	ENSCJPG00005015446	CCP110	14	ortholog_one2one	1
ENSGALG00000017073		1	175900477	175937209	BRCA2	ENSCJPG00005020412	BRCA2	1	ortholog_one2one	1
ENSGALG00000041267		2	17732934	17742871	BMI1	ENSCJPG00005004056		2	ortholog_one2one	1
ENSGALG00000049722		12	3642902	3644265	NAA80	ENSCJPG00005012239	NAA80	12	ortholog_one2one	1
ENSGALG00000042604		1	119266982	119271182	ARX	ENSCJPG00005017313	ARX	1	ortholog_one2one	1
ENSGALG00000050314		23	2888291	2898222	SRSF4	ENSCJPG00005016341	SRSF4	23	ortholog_one2one	1
ENSGALG00000010554		3	31979443	32020628	RMDN2	ENSCJPG00005012138	RMDN2	3	ortholog_one2one	1
ENSGALG00000019552		2	67665297	67674062	SERPINB10	ENSCJPG00005015611	SERPINB10	2	ortholog_one2one	1
ENSGALG00000037625		28	367087	488932	FBN3	ENSCJPG00005005593	FBN3	28	ortholog_one2one	1
ENSGALG00000004661		12	3654065	3659153	SHISA5	ENSCJPG00005007648	SHISA5	LSZS01004034.1	ortholog_one2one	1
ENSGALG00000003708		Z	11566273	11702158	WDR70	ENSCJPG00005007178	WDR70	Z	ortholog_one2one	1
ENSGALG00000015608		4	81576968	81578308	ADRA2C	ENSCJPG00005018563	ADRA2C	4	ortholog_one2one	1
ENSGALG00000034649		11	5223979	5345307	TOX3	ENSCJPG00005014332	TOX3	11	ortholog_one2one	1
ENSGALG00000051779		3	88895	91751	PRORSD1P	ENSCJPG00005000905		3	ortholog_one2one	1
ENSGALG00000015609		4	81613402	81613926		ENSCJPG00005018564		4	ortholog_one2one	1
ENSGALG00000032763		23	2898792	2905063	MECR	ENSCJPG00005016342	MECR	23	ortholog_one2one	1
ENSGALG00000026315		19	5946988	5949553	RAB34	ENSCJPG00005011632	RAB34	19	ortholog_one2one	1
ENSGALG00000006933		14	8953140	8976064	MOSMO	ENSCJPG00005015478	MOSMO	14	ortholog_one2one	1
ENSGALG00000016312		1	119273945	119465002	POLA1	ENSCJPG00005017303	POLA1	1	ortholog_one2one	1
ENSGALG00000025682		5	47392027	47392126	U6	ENSCJPG00005002535	U6	5	ortholog_one2one	1
ENSGALG00000005583		8	13781317	13802579	ALG14	ENSCJPG00005000415	ALG14	8	ortholog_one2one	1
ENSGALG00000004670		12	3688502	3701516	ATRIP	ENSCJPG00005012240	ATRIP	12	ortholog_one2one	1
ENSGALG00000039238		11	5932736	5950003	SALL1	ENSCJPG00005014342	SALL1	11	ortholog_one2one	1
ENSGALG00000003966		19	5949676	5952152		ENSCJPG00005011638		19	ortholog_one2one	1
ENSGALG00000015612		4	81846608	81856078	LRPAP1	ENSCJPG00005018568	LRPAP1	4	ortholog_one2one	1
ENSGALG00000031862		5	47979726	48071473	BCL11B	ENSCJPG00005002540	BCL11B	5	ortholog_one2one	1
ENSGALG00000005597		8	13815244	13837179	CNN3	ENSCJPG00005000418	CNN3	8	ortholog_one2one	1
ENSGALG00000000337		28	506848	508022	CTXN1	ENSCJPG00005006058	CTXN1	28	ortholog_one2one	1
ENSGALG00000049654		14	8980220	9008446	VWA3A	ENSCJPG00005015484	VWA3A	14	ortholog_one2one	1
ENSGALG00000025822		3	32039527	32044728	CYP1B1	ENSCJPG00005012140	CYP1B1	3	ortholog_one2one	1
ENSGALG00000034265		1	175938760	175941165	ZAR1L	ENSCJPG00005020414	ZAR1L	1	ortholog_one2one	1
ENSGALG00000025593		19	5950616	5950688		ENSCJPG00005011643		19	ortholog_one2one	1
ENSGALG00000007914		2	17823830	17951910	DNAJC1	ENSCJPG00005004067	DNAJC1	2	ortholog_one2one	1
ENSGALG00000026488		19	5951177	5951243	SNORD42	ENSCJPG00005011645	SNORD42	19	ortholog_one2one	1
ENSGALG00000003716		Z	11726876	11742913	GDNF	ENSCJPG00005007181	GDNF	Z	ortholog_one2one	1
ENSGALG00000047977		3	32105098	32108985	NANP	ENSCJPG00005012146	NANP	3	ortholog_one2one	1
ENSGALG00000003973		19	5955265	5957173	TLCD1	ENSCJPG00005011646	TLCD1	19	ortholog_one2one	1
ENSGALG00000043587		3	96212	167859	CCDC88A	ENSCJPG00005000821	CCDC88A	3	ortholog_one2one	1
ENSGALG00000000352		28	582246	604742	TIMM44	ENSCJPG00005006059	TIMM44	28	ortholog_one2one	1
ENSGALG00000011593		7	25292679	25297091	TMEM177	ENSCJPG00005013042	TMEM177	7	ortholog_one2one	1
ENSGALG00000014525		1	77924975	77939984	USP5	ENSCJPG00005016755	USP5	1	ortholog_one2one	1
ENSGALG00000035219		4	50822578	50848867	ALB	ENSCJPG00005001686	ALB	4	ortholog_one2one	1
ENSGALG00000004676		12	3703348	3704648		ENSCJPG00005012241		12	ortholog_one2one	1
ENSGALG00000003726		Z	11920848	11993157	EGFLAM	ENSCJPG00005007208	EGFLAM	Z	ortholog_one2one	1
ENSGALG00000034802		5	48144128	48197477	SETD3	ENSCJPG00005002541	SETD3	5	ortholog_one2one	1
ENSGALG00000010560		3	32108928	32127395	EIF2AK2	ENSCJPG00005012148	EIF2AK2	3	ortholog_one2one	1
ENSGALG00000004684		12	3718788	3743338	IPPK	ENSCJPG00005012242	IPPK	12	ortholog_one2one	1
